"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"2106041","2013","FL","Florida","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","83.2","","","82.3","84.1","27644","Overall","Overall","_RFSMOK3","12","12","","","","","",""
"2109642","2013","GA","Georgia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","18.8","","","17.6","20.1","1180","Overall","Overall","_RFSMOK3","13","13","","","","","",""
"2109643","2013","GA","Georgia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","81.2","","","79.9","82.5","6545","Overall","Overall","_RFSMOK3","13","13","","","","","",""
"2113443","2013","HI","Hawaii","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","13.3","","","12.2","14.5","981","Overall","Overall","_RFSMOK3","14","14","","","","","",""
"2113444","2013","HI","Hawaii","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","86.7","","","85.5","87.8","6695","Overall","Overall","_RFSMOK3","14","14","","","","","",""
"2117376","2013","ID","Idaho","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","17.2","","","15.6","18.7","791","Overall","Overall","_RFSMOK3","15","15","","","","","",""
"2117377","2013","ID","Idaho","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","82.8","","","81.3","84.4","4700","Overall","Overall","_RFSMOK3","15","15","","","","","",""
"2120940","2013","IL","Illinois","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","18.0","","","16.5","19.5","839","Overall","Overall","_RFSMOK3","16","16","","","","","",""
"2120941","2013","IL","Illinois","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","82.0","","","80.5","83.5","4687","Overall","Overall","_RFSMOK3","16","16","","","","","",""
"2125224","2013","IN","Indiana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.9","","","20.8","23.1","1870","Overall","Overall","_RFSMOK3","17","17","","","","","",""
"2125225","2013","IN","Indiana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.1","","","76.9","79.2","8198","Overall","Overall","_RFSMOK3","17","17","","","","","",""
"2128737","2013","IA","Iowa","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.5","","","18.3","20.8","1226","Overall","Overall","_RFSMOK3","18","18","","","","","",""
"2128738","2013","IA","Iowa","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.5","","","79.2","81.7","6757","Overall","Overall","_RFSMOK3","18","18","","","","","",""
"2131687","2013","KS","Kansas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.0","","","19.3","20.7","3865","Overall","Overall","_RFSMOK3","19","19","","","","","",""
"2131688","2013","KS","Kansas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.0","","","79.3","80.7","19026","Overall","Overall","_RFSMOK3","19","19","","","","","",""
"2136023","2013","KY","Kentucky","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","26.5","","","25.1","27.8","2382","Overall","Overall","_RFSMOK3","20","20","","","","","",""
"2136024","2013","KY","Kentucky","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","73.5","","","72.2","74.9","8202","Overall","Overall","_RFSMOK3","20","20","","","","","",""
"2140326","2013","LA","Louisiana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","23.5","","","21.5","25.6","894","Overall","Overall","_RFSMOK3","21","21","","","","","",""
"2140327","2013","LA","Louisiana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","76.5","","","74.4","78.5","4268","Overall","Overall","_RFSMOK3","21","21","","","","","",""
"2144325","2013","ME","Maine","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.2","","","18.9","21.5","1255","Overall","Overall","_RFSMOK3","22","22","","","","","",""
"2144326","2013","ME","Maine","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.8","","","78.5","81.1","6707","Overall","Overall","_RFSMOK3","22","22","","","","","",""
"2147894","2013","MD","Maryland","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","16.4","","","15.3","17.5","1681","Overall","Overall","_RFSMOK3","23","23","","","","","",""
"2147895","2013","MD","Maryland","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","83.6","","","82.5","84.7","10912","Overall","Overall","_RFSMOK3","23","23","","","","","",""
"2151606","2013","MA","Massachusetts","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","16.6","","","15.6","17.7","2182","Overall","Overall","_RFSMOK3","24","24","","","","","",""
"2151607","2013","MA","Massachusetts","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","83.4","","","82.3","84.4","12092","Overall","Overall","_RFSMOK3","24","24","","","","","",""
"2155055","2013","MI","Michigan","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.4","","","20.3","22.5","2153","Overall","Overall","_RFSMOK3","25","25","","","","","",""
"2155056","2013","MI","Michigan","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.6","","","77.5","79.7","10366","Overall","Overall","_RFSMOK3","25","25","","","","","",""
"2158557","2013","MN","Minnesota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","18.0","","","16.8","19.2","2002","Overall","Overall","_RFSMOK3","26","26","","","","","",""
"2158558","2013","MN","Minnesota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","82.0","","","80.8","83.2","11792","Overall","Overall","_RFSMOK3","26","26","","","","","",""
"2162880","2013","MS","Mississippi","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","24.8","","","23.3","26.4","1355","Overall","Overall","_RFSMOK3","27","27","","","","","",""
"2162881","2013","MS","Mississippi","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","75.2","","","73.6","76.7","5888","Overall","Overall","_RFSMOK3","27","27","","","","","",""
"2167172","2013","MO","Missouri","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","22.1","","","20.6","23.6","1383","Overall","Overall","_RFSMOK3","28","28","","","","","",""
"2167173","2013","MO","Missouri","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","77.9","","","76.4","79.4","5605","Overall","Overall","_RFSMOK3","28","28","","","","","",""
"2170675","2013","MT","Montana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.0","","","17.9","20.1","1675","Overall","Overall","_RFSMOK3","29","29","","","","","",""
"2170676","2013","MT","Montana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","81.0","","","79.9","82.1","7851","Overall","Overall","_RFSMOK3","29","29","","","","","",""
"2174398","2013","NE","Nebraska","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","18.5","","","17.4","19.5","2553","Overall","Overall","_RFSMOK3","30","30","","","","","",""
"2174399","2013","NE","Nebraska","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","81.6","","","80.5","82.6","14134","Overall","Overall","_RFSMOK3","30","30","","","","","",""
"2178090","2013","NV","Nevada","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.4","","","17.3","21.4","888","Overall","Overall","_RFSMOK3","31","31","","","","","",""
"2178091","2013","NV","Nevada","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.6","","","78.6","82.7","4096","Overall","Overall","_RFSMOK3","31","31","","","","","",""
"2182211","2013","NH","New Hampshire","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","16.2","","","15.0","17.5","847","Overall","Overall","_RFSMOK3","32","32","","","","","",""
"2182212","2013","NH","New Hampshire","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","83.8","","","82.5","85.1","5444","Overall","Overall","_RFSMOK3","32","32","","","","","",""
"2186166","2013","NJ","New Jersey","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","15.7","","","14.7","16.6","1918","Overall","Overall","_RFSMOK3","33","33","","","","","",""
"2186167","2013","NJ","New Jersey","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","84.3","","","83.4","85.3","10672","Overall","Overall","_RFSMOK3","33","33","","","","","",""
"2190090","2013","NM","New Mexico","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.1","","","17.9","20.3","1543","Overall","Overall","_RFSMOK3","34","34","","","","","",""
"2190091","2013","NM","New Mexico","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.9","","","79.7","82.1","7553","Overall","Overall","_RFSMOK3","34","34","","","","","",""
"2193664","2013","NY","New York","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","16.6","","","15.5","17.7","1194","Overall","Overall","_RFSMOK3","35","35","","","","","",""
"2193665","2013","NY","New York","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","83.4","","","82.3","84.5","7465","Overall","Overall","_RFSMOK3","35","35","","","","","",""
"2196652","2013","NC","North Carolina","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.3","","","19.1","21.4","1543","Overall","Overall","_RFSMOK3","36","36","","","","","",""
"2196653","2013","NC","North Carolina","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.8","","","78.6","80.9","7155","Overall","Overall","_RFSMOK3","36","36","","","","","",""
"2200589","2013","ND","North Dakota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.2","","","19.8","22.6","1336","Overall","Overall","_RFSMOK3","37","37","","","","","",""
"2200590","2013","ND","North Dakota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.8","","","77.4","80.2","6319","Overall","Overall","_RFSMOK3","37","37","","","","","",""
"2204756","2013","OH","Ohio","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","23.4","","","22.2","24.5","2371","Overall","Overall","_RFSMOK3","38","38","","","","","",""
"2204757","2013","OH","Ohio","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","76.6","","","75.5","77.8","9119","Overall","Overall","_RFSMOK3","38","38","","","","","",""
"2209105","2013","OK","Oklahoma","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","23.7","","","22.4","25.0","1567","Overall","Overall","_RFSMOK3","39","39","","","","","",""
"2209106","2013","OK","Oklahoma","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","76.3","","","75.0","77.6","6566","Overall","Overall","_RFSMOK3","39","39","","","","","",""
"2212993","2013","OR","Oregon","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","17.3","","","15.9","18.7","800","Overall","Overall","_RFSMOK3","40","40","","","","","",""
"2212994","2013","OR","Oregon","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","82.7","","","81.3","84.1","4984","Overall","Overall","_RFSMOK3","40","40","","","","","",""
"2216320","2013","PA","Pennsylvania","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.0","","","19.9","22.0","2003","Overall","Overall","_RFSMOK3","41","41","","","","","",""
"2216321","2013","PA","Pennsylvania","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.1","","","78.0","80.1","9106","Overall","Overall","_RFSMOK3","41","41","","","","","",""
"2219671","2013","RI","Rhode Island","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","17.4","","","16.1","18.8","909","Overall","Overall","_RFSMOK3","42","42","","","","","",""
"2219672","2013","RI","Rhode Island","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","82.6","","","81.2","84.0","5337","Overall","Overall","_RFSMOK3","42","42","","","","","",""
"2224249","2013","SC","South Carolina","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","22.0","","","20.8","23.2","1794","Overall","Overall","_RFSMOK3","43","43","","","","","",""
"2224250","2013","SC","South Carolina","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.0","","","76.8","79.2","8687","Overall","Overall","_RFSMOK3","43","43","","","","","",""
"2228356","2013","SD","South Dakota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.6","","","18.0","21.1","1207","Overall","Overall","_RFSMOK3","44","44","","","","","",""
"2228357","2013","SD","South Dakota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.4","","","78.9","82.0","5562","Overall","Overall","_RFSMOK3","44","44","","","","","",""
"2231521","2013","TN","Tennessee","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","24.3","","","22.6","26.0","1175","Overall","Overall","_RFSMOK3","45","45","","","","","",""
"2231522","2013","TN","Tennessee","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","75.7","","","74.0","77.4","4292","Overall","Overall","_RFSMOK3","45","45","","","","","",""
"2235671","2013","TX","Texas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","15.9","","","14.8","17.0","1465","Overall","Overall","_RFSMOK3","46","46","","","","","",""
"2235672","2013","TX","Texas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","84.1","","","83.1","85.2","9129","Overall","Overall","_RFSMOK3","46","46","","","","","",""
"2239383","2013","UT","Utah","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","10.3","","","9.6","11.1","1102","Overall","Overall","_RFSMOK3","47","47","","","","","",""
"2239384","2013","UT","Utah","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","89.7","","","88.9","90.4","11349","Overall","Overall","_RFSMOK3","47","47","","","","","",""
"2242702","2013","VT","Vermont","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","16.6","","","15.3","17.9","879","Overall","Overall","_RFSMOK3","48","48","","","","","",""
"2242703","2013","VT","Vermont","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","83.4","","","82.1","84.7","5362","Overall","Overall","_RFSMOK3","48","48","","","","","",""
"2246597","2013","VA","Virginia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.0","","","17.9","20.2","1393","Overall","Overall","_RFSMOK3","49","49","","","","","",""
"2246598","2013","VA","Virginia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","81.0","","","79.8","82.1","6698","Overall","Overall","_RFSMOK3","49","49","","","","","",""
"2251434","2013","WA","Washington","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","16.1","","","15.1","17.1","1427","Overall","Overall","_RFSMOK3","50","50","","","","","",""
"2251435","2013","WA","Washington","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","84.0","","","83.0","85.0","9569","Overall","Overall","_RFSMOK3","50","50","","","","","",""
"2254523","2013","WV","West Virginia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","27.3","","","25.9","28.7","1388","Overall","Overall","_RFSMOK3","51","51","","","","","",""
"2254524","2013","WV","West Virginia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","72.7","","","71.3","74.2","4453","Overall","Overall","_RFSMOK3","51","51","","","","","",""
"2258141","2013","WI","Wisconsin","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","18.7","","","17.1","20.2","1066","Overall","Overall","_RFSMOK3","52","52","","","","","",""
"2258142","2013","WI","Wisconsin","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","81.3","","","79.8","82.9","5183","Overall","Overall","_RFSMOK3","52","52","","","","","",""
"2262412","2013","WY","Wyoming","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.6","","","19.1","22.2","973","Overall","Overall","_RFSMOK3","53","53","","","","","",""
"2262413","2013","WY","Wyoming","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.4","","","77.8","80.9","5342","Overall","Overall","_RFSMOK3","53","53","","","","","",""
"2266132","2013","GU","Guam","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","26.5","","","23.8","29.2","434","Overall","Overall","_RFSMOK3","56","56","","","","","",""
