"ID","Year","LocationAbbr","LocationDesc","Class","Topic","Indicator","Response","DataSource","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","Sample_Size","Stratification","StratificationType","IndicatorId","LocationOrder","ParentStateDisplayOrder","FootnoteType","FootNoteSymbol","FootnoteText","URL","DatasourceAbbr","Agency"
"1784275","2011","AR","Arkansas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","27.0","","","24.8","29.1","928","Overall","Overall","_RFSMOK3","6","6","","","","","",""
"1784276","2011","AR","Arkansas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","73.0","","","70.9","75.2","3786","Overall","Overall","_RFSMOK3","6","6","","","","","",""
"1787374","2011","CA","California","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","13.7","","","12.9","14.4","2052","Overall","Overall","_RFSMOK3","7","7","","","","","",""
"1787375","2011","CA","California","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","86.4","","","85.6","87.1","15933","Overall","Overall","_RFSMOK3","7","7","","","","","",""
"1790109","2011","CO","Colorado","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","18.3","","","17.2","19.3","1963","Overall","Overall","_RFSMOK3","8","8","","","","","",""
"1790110","2011","CO","Colorado","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","81.8","","","80.7","82.8","11553","Overall","Overall","_RFSMOK3","8","8","","","","","",""
"1792503","2011","CT","Connecticut","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","17.1","","","15.7","18.5","958","Overall","Overall","_RFSMOK3","9","9","","","","","",""
"1792504","2011","CT","Connecticut","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","82.9","","","81.5","84.3","5834","Overall","Overall","_RFSMOK3","9","9","","","","","",""
"1795319","2011","DE","Delaware","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.8","","","19.9","23.6","839","Overall","Overall","_RFSMOK3","10","10","","","","","",""
"1795320","2011","DE","Delaware","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.3","","","76.4","80.1","3923","Overall","Overall","_RFSMOK3","10","10","","","","","",""
"1798129","2011","DC","District of Columbia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.8","","","18.7","22.8","690","Overall","Overall","_RFSMOK3","11","11","","","","","",""
"1798130","2011","DC","District of Columbia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.2","","","77.2","81.3","3828","Overall","Overall","_RFSMOK3","11","11","","","","","",""
"1801165","2011","FL","Florida","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.3","","","18.2","20.4","2080","Overall","Overall","_RFSMOK3","12","12","","","","","",""
"1801166","2011","FL","Florida","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.7","","","79.6","81.9","10240","Overall","Overall","_RFSMOK3","12","12","","","","","",""
"1802954","2011","GA","Georgia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.2","","","19.9","22.5","1612","Overall","Overall","_RFSMOK3","13","13","","","","","",""
"1802955","2011","GA","Georgia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.8","","","77.5","80.1","8290","Overall","Overall","_RFSMOK3","13","13","","","","","",""
"1805625","2011","HI","Hawaii","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","16.8","","","15.4","18.2","1038","Overall","Overall","_RFSMOK3","14","14","","","","","",""
"1805626","2011","HI","Hawaii","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","83.2","","","81.8","84.6","6540","Overall","Overall","_RFSMOK3","14","14","","","","","",""
"1808772","2011","ID","Idaho","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","17.2","","","15.5","18.9","855","Overall","Overall","_RFSMOK3","15","15","","","","","",""
"1808773","2011","ID","Idaho","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","82.8","","","81.2","84.5","5201","Overall","Overall","_RFSMOK3","15","15","","","","","",""
"1811935","2011","IL","Illinois","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.9","","","19.2","22.7","889","Overall","Overall","_RFSMOK3","16","16","","","","","",""
"1811936","2011","IL","Illinois","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.1","","","77.3","80.9","4584","Overall","Overall","_RFSMOK3","16","16","","","","","",""
"1814407","2011","IN","Indiana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","25.6","","","24.3","27.0","1746","Overall","Overall","_RFSMOK3","17","17","","","","","",""
"1814408","2011","IN","Indiana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","74.4","","","73.0","75.7","6698","Overall","Overall","_RFSMOK3","17","17","","","","","",""
"1817312","2011","IA","Iowa","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.4","","","19.1","21.6","1182","Overall","Overall","_RFSMOK3","18","18","","","","","",""
"1817313","2011","IA","Iowa","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.7","","","78.4","80.9","6145","Overall","Overall","_RFSMOK3","18","18","","","","","",""
"1819833","2011","KS","Kansas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","22.0","","","21.2","22.8","3547","Overall","Overall","_RFSMOK3","19","19","","","","","",""
"1819834","2011","KS","Kansas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.0","","","77.2","78.8","17069","Overall","Overall","_RFSMOK3","19","19","","","","","",""
"1822889","2011","KY","Kentucky","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","29.0","","","27.5","30.5","2528","Overall","Overall","_RFSMOK3","20","20","","","","","",""
"1822890","2011","KY","Kentucky","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","71.0","","","69.5","72.5","8299","Overall","Overall","_RFSMOK3","20","20","","","","","",""
"1825416","2011","LA","Louisiana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","25.7","","","24.3","27.1","2174","Overall","Overall","_RFSMOK3","21","21","","","","","",""
"1825417","2011","LA","Louisiana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","74.3","","","72.9","75.7","8723","Overall","Overall","_RFSMOK3","21","21","","","","","",""
"1828350","2011","ME","Maine","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","22.8","","","21.7","23.9","2219","Overall","Overall","_RFSMOK3","22","22","","","","","",""
"1828351","2011","ME","Maine","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","77.2","","","76.2","78.3","10947","Overall","Overall","_RFSMOK3","22","22","","","","","",""
"1831405","2011","MD","Maryland","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.1","","","17.8","20.4","1477","Overall","Overall","_RFSMOK3","23","23","","","","","",""
"1831406","2011","MD","Maryland","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.9","","","79.6","82.2","8584","Overall","Overall","_RFSMOK3","23","23","","","","","",""
"1833489","2011","MA","Massachusetts","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","18.2","","","17.3","19.2","3637","Overall","Overall","_RFSMOK3","24","24","","","","","",""
"1833490","2011","MA","Massachusetts","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","81.8","","","80.8","82.7","18513","Overall","Overall","_RFSMOK3","24","24","","","","","",""
"1836340","2011","MI","Michigan","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","23.3","","","22.0","24.6","2000","Overall","Overall","_RFSMOK3","25","25","","","","","",""
"1836341","2011","MI","Michigan","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","76.7","","","75.4","78.0","9002","Overall","Overall","_RFSMOK3","25","25","","","","","",""
"1839390","2011","MN","Minnesota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.1","","","18.1","20.1","2479","Overall","Overall","_RFSMOK3","26","26","","","","","",""
"1839391","2011","MN","Minnesota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.9","","","79.9","81.9","12840","Overall","Overall","_RFSMOK3","26","26","","","","","",""
"1842093","2011","MS","Mississippi","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","26.0","","","24.6","27.3","1752","Overall","Overall","_RFSMOK3","27","27","","","","","",""
"1842094","2011","MS","Mississippi","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","74.1","","","72.7","75.4","7123","Overall","Overall","_RFSMOK3","27","27","","","","","",""
"1844701","2011","MO","Missouri","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","25.0","","","23.4","26.6","1365","Overall","Overall","_RFSMOK3","28","28","","","","","",""
"1844702","2011","MO","Missouri","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","75.0","","","73.4","76.6","5022","Overall","Overall","_RFSMOK3","28","28","","","","","",""
"1847420","2011","MT","Montana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","22.1","","","20.8","23.4","1867","Overall","Overall","_RFSMOK3","29","29","","","","","",""
"1847421","2011","MT","Montana","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","77.9","","","76.6","79.2","8358","Overall","Overall","_RFSMOK3","29","29","","","","","",""
"1849909","2011","NE","Nebraska","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.0","","","19.3","20.7","4205","Overall","Overall","_RFSMOK3","30","30","","","","","",""
"1849910","2011","NE","Nebraska","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.0","","","79.3","80.8","21119","Overall","Overall","_RFSMOK3","30","30","","","","","",""
"1853333","2011","NV","Nevada","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","22.9","","","20.9","24.9","1083","Overall","Overall","_RFSMOK3","31","31","","","","","",""
"1853334","2011","NV","Nevada","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","77.1","","","75.1","79.1","4385","Overall","Overall","_RFSMOK3","31","31","","","","","",""
"1855736","2011","NH","New Hampshire","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.3","","","17.9","20.8","1014","Overall","Overall","_RFSMOK3","32","32","","","","","",""
"1855737","2011","NH","New Hampshire","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.7","","","79.2","82.1","5727","Overall","Overall","_RFSMOK3","32","32","","","","","",""
"1857663","2011","NJ","New Jersey","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","16.8","","","15.9","17.7","2278","Overall","Overall","_RFSMOK3","33","33","","","","","",""
"1858098","2011","NJ","New Jersey","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","83.2","","","82.3","84.1","13001","Overall","Overall","_RFSMOK3","33","33","","","","","",""
"1860617","2011","NM","New Mexico","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.5","","","20.3","22.7","1665","Overall","Overall","_RFSMOK3","34","34","","","","","",""
"1860618","2011","NM","New Mexico","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.5","","","77.3","79.7","7723","Overall","Overall","_RFSMOK3","34","34","","","","","",""
"1863522","2011","NY","New York","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","18.1","","","16.9","19.4","1213","Overall","Overall","_RFSMOK3","35","35","","","","","",""
"1863523","2011","NY","New York","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","81.9","","","80.6","83.1","6456","Overall","Overall","_RFSMOK3","35","35","","","","","",""
"1865930","2011","NC","North Carolina","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.8","","","20.5","23.1","2020","Overall","Overall","_RFSMOK3","36","36","","","","","",""
"1865931","2011","NC","North Carolina","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.2","","","76.9","79.5","9481","Overall","Overall","_RFSMOK3","36","36","","","","","",""
"1869378","2011","ND","North Dakota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","21.9","","","20.3","23.5","861","Overall","Overall","_RFSMOK3","37","37","","","","","",""
"1869379","2011","ND","North Dakota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","78.1","","","76.5","79.8","4416","Overall","Overall","_RFSMOK3","37","37","","","","","",""
"1871727","2011","OH","Ohio","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","25.1","","","23.8","26.4","1996","Overall","Overall","_RFSMOK3","38","38","","","","","",""
"1871728","2011","OH","Ohio","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","74.9","","","73.6","76.2","7887","Overall","Overall","_RFSMOK3","38","38","","","","","",""
"1874933","2011","OK","Oklahoma","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","26.1","","","24.7","27.5","1857","Overall","Overall","_RFSMOK3","39","39","","","","","",""
"1874934","2011","OK","Oklahoma","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","73.9","","","72.5","75.3","6651","Overall","Overall","_RFSMOK3","39","39","","","","","",""
"1876663","2011","OR","Oregon","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.7","","","18.3","21.2","985","Overall","Overall","_RFSMOK3","40","40","","","","","",""
"1876664","2011","OR","Oregon","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.3","","","78.9","81.8","5232","Overall","Overall","_RFSMOK3","40","40","","","","","",""
"1879582","2011","PA","Pennsylvania","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","22.4","","","21.3","23.6","2235","Overall","Overall","_RFSMOK3","41","41","","","","","",""
"1879583","2011","PA","Pennsylvania","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","77.6","","","76.4","78.7","9193","Overall","Overall","_RFSMOK3","41","41","","","","","",""
"1882547","2011","RI","Rhode Island","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.0","","","18.6","21.5","1054","Overall","Overall","_RFSMOK3","42","42","","","","","",""
"1882548","2011","RI","Rhode Island","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.0","","","78.5","81.4","5438","Overall","Overall","_RFSMOK3","42","42","","","","","",""
"1885968","2011","SC","South Carolina","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","23.1","","","21.9","24.4","2367","Overall","Overall","_RFSMOK3","43","43","","","","","",""
"1885969","2011","SC","South Carolina","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","76.9","","","75.6","78.1","10496","Overall","Overall","_RFSMOK3","43","43","","","","","",""
"1888204","2011","SD","South Dakota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","23.0","","","21.1","25.0","1480","Overall","Overall","_RFSMOK3","44","44","","","","","",""
"1888205","2011","SD","South Dakota","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","77.0","","","75.1","78.9","6750","Overall","Overall","_RFSMOK3","44","44","","","","","",""
"1891340","2011","TN","Tennessee","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","23.0","","","20.6","25.4","1140","Overall","Overall","_RFSMOK3","45","45","","","","","",""
"1891341","2011","TN","Tennessee","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","77.0","","","74.6","79.4","4753","Overall","Overall","_RFSMOK3","45","45","","","","","",""
"1893723","2011","TX","Texas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.2","","","18.0","20.4","2175","Overall","Overall","_RFSMOK3","46","46","","","","","",""
"1893724","2011","TX","Texas","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.8","","","79.6","82.0","12689","Overall","Overall","_RFSMOK3","46","46","","","","","",""
"1896833","2011","UT","Utah","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","11.8","","","11.0","12.7","1272","Overall","Overall","_RFSMOK3","47","47","","","","","",""
"1896834","2011","UT","Utah","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","88.2","","","87.3","89.0","11351","Overall","Overall","_RFSMOK3","47","47","","","","","",""
"1899386","2011","VT","Vermont","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","19.1","","","17.7","20.5","996","Overall","Overall","_RFSMOK3","48","48","","","","","",""
"1899387","2011","VT","Vermont","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","80.9","","","79.5","82.3","6057","Overall","Overall","_RFSMOK3","48","48","","","","","",""
"1902376","2011","VA","Virginia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.9","","","19.4","22.5","1138","Overall","Overall","_RFSMOK3","49","49","","","","","",""
"1902377","2011","VA","Virginia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.1","","","77.6","80.7","5424","Overall","Overall","_RFSMOK3","49","49","","","","","",""
"1905310","2011","WA","Washington","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","17.5","","","16.4","18.6","1996","Overall","Overall","_RFSMOK3","50","50","","","","","",""
"1905311","2011","WA","Washington","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","82.5","","","81.4","83.6","12687","Overall","Overall","_RFSMOK3","50","50","","","","","",""
"1907696","2011","WV","West Virginia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","28.6","","","27.0","30.2","1256","Overall","Overall","_RFSMOK3","51","51","","","","","",""
"1907697","2011","WV","West Virginia","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","71.4","","","69.8","73.0","4007","Overall","Overall","_RFSMOK3","51","51","","","","","",""
"1909687","2011","WI","Wisconsin","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","20.9","","","19.1","22.7","942","Overall","Overall","_RFSMOK3","52","52","","","","","",""
"1909688","2011","WI","Wisconsin","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","79.1","","","77.3","80.9","4344","Overall","Overall","_RFSMOK3","52","52","","","","","",""
"1912658","2011","WY","Wyoming","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","23.0","","","21.5","24.6","1249","Overall","Overall","_RFSMOK3","53","53","","","","","",""
"1912659","2011","WY","Wyoming","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","No","BRFSS","%","Crude Prevalence","77.0","","","75.4","78.5","5591","Overall","Overall","_RFSMOK3","53","53","","","","","",""
"1915993","2011","GU","Guam","Tobacco Use","Current Smoker Status","Adults who are current smokers (variable calculated from one or more BRFSS questions)","Yes","BRFSS","%","Crude Prevalence","30.5","","","27.8","33.3","501","Overall","Overall","_RFSMOK3","56","56","","","","","",""
